id;wkt
116;POLYGON((-610501.0 -1036090.0, -592525.119074 -1044857.42294, -592680.869516 -1045169.80999, -610501.0 -1036090.0))
117;POLYGON((-610501.0 -1036090.0, -592680.869516 -1045169.80999, -592842.048143 -1045479.43126, -610501.0 -1036090.0))
118;POLYGON((-610501.0 -1036090.0, -592842.048143 -1045479.43126, -593008.605857 -1045786.1924, -610501.0 -1036090.0))
119;POLYGON((-610501.0 -1036090.0, -593008.605857 -1045786.1924, -593180.491924 -1046090.0, -610501.0 -1036090.0))
120;POLYGON((-610501.0 -1036090.0, -593180.491924 -1046090.0, -593357.653986 -1046390.7615, -610501.0 -1036090.0))
121;POLYGON((-610501.0 -1036090.0, -593357.653986 -1046390.7615, -593540.038077 -1046688.38528, -610501.0 -1036090.0))
122;POLYGON((-610501.0 -1036090.0, -593540.038077 -1046688.38528, -593727.588641 -1046982.7807, -610501.0 -1036090.0))
123;POLYGON((-610501.0 -1036090.0, -593727.588641 -1046982.7807, -593920.248549 -1047273.85807, -610501.0 -1036090.0))
124;POLYGON((-610501.0 -1036090.0, -593920.248549 -1047273.85807, -594117.959114 -1047561.52873, -610501.0 -1036090.0))
125;POLYGON((-610501.0 -1036090.0, -594117.959114 -1047561.52873, -594320.660113 -1047845.70505, -610501.0 -1036090.0))
126;POLYGON((-610501.0 -1036090.0, -594320.660113 -1047845.70505, -594528.289799 -1048126.30046, -610501.0 -1036090.0))
127;POLYGON((-610501.0 -1036090.0, -594528.289799 -1048126.30046, -594740.784928 -1048403.22951, -610501.0 -1036090.0))
128;POLYGON((-610501.0 -1036090.0, -594740.784928 -1048403.22951, -594958.080771 -1048676.40782, -610501.0 -1036090.0))
129;POLYGON((-610501.0 -1036090.0, -594958.080771 -1048676.40782, -595180.111138 -1048945.75219, -610501.0 -1036090.0))
130;POLYGON((-610501.0 -1036090.0, -595180.111138 -1048945.75219, -595406.808396 -1049211.18058, -610501.0 -1036090.0))
131;POLYGON((-610501.0 -1036090.0, -595406.808396 -1049211.18058, -595638.10349 -1049472.61213, -610501.0 -1036090.0))
132;POLYGON((-610501.0 -1036090.0, -595638.10349 -1049472.61213, -595873.925968 -1049729.9672, -610501.0 -1036090.0))
133;POLYGON((-610501.0 -1036090.0, -595873.925968 -1049729.9672, -596114.203993 -1049983.16741, -610501.0 -1036090.0))
134;POLYGON((-610501.0 -1036090.0, -596114.203993 -1049983.16741, -596358.864376 -1050232.13562, -610501.0 -1036090.0))
135;POLYGON((-610501.0 -1036090.0, -596358.864376 -1050232.13562, -596607.832591 -1050476.79601, -610501.0 -1036090.0))
136;POLYGON((-610501.0 -1036090.0, -596607.832591 -1050476.79601, -596861.032799 -1050717.07403, -610501.0 -1036090.0))
137;POLYGON((-610501.0 -1036090.0, -596861.032799 -1050717.07403, -597118.387873 -1050952.89651, -610501.0 -1036090.0))
138;POLYGON((-610501.0 -1036090.0, -597118.387873 -1050952.89651, -597379.81942 -1051184.1916, -610501.0 -1036090.0))
139;POLYGON((-610501.0 -1036090.0, -597379.81942 -1051184.1916, -597645.247806 -1051410.88886, -610501.0 -1036090.0))
140;POLYGON((-610501.0 -1036090.0, -597645.247806 -1051410.88886, -597914.592179 -1051632.91923, -610501.0 -1036090.0))
141;POLYGON((-610501.0 -1036090.0, -597914.592179 -1051632.91923, -598187.770493 -1051850.21507, -610501.0 -1036090.0))
142;POLYGON((-610501.0 -1036090.0, -598187.770493 -1051850.21507, -598464.699537 -1052062.7102, -610501.0 -1036090.0))
143;POLYGON((-610501.0 -1036090.0, -598464.699537 -1052062.7102, -598745.294954 -1052270.33989, -610501.0 -1036090.0))
144;POLYGON((-610501.0 -1036090.0, -598745.294954 -1052270.33989, -599029.471273 -1052473.04089, -610501.0 -1036090.0))
145;POLYGON((-610501.0 -1036090.0, -599029.471273 -1052473.04089, -599317.141931 -1052670.75145, -610501.0 -1036090.0))
146;POLYGON((-610501.0 -1036090.0, -599317.141931 -1052670.75145, -599608.2193 -1052863.41136, -610501.0 -1036090.0))
147;POLYGON((-610501.0 -1036090.0, -599608.2193 -1052863.41136, -599902.614715 -1053050.96192, -610501.0 -1036090.0))
148;POLYGON((-610501.0 -1036090.0, -599902.614715 -1053050.96192, -600200.238502 -1053233.34601, -610501.0 -1036090.0))
149;POLYGON((-610501.0 -1036090.0, -600200.238502 -1053233.34601, -600501.0 -1053410.50808, -610501.0 -1036090.0))
150;POLYGON((-610501.0 -1036090.0, -600501.0 -1053410.50808, -600804.807595 -1053582.39414, -610501.0 -1036090.0))
151;POLYGON((-610501.0 -1036090.0, -600804.807595 -1053582.39414, -601111.568744 -1053748.95186, -610501.0 -1036090.0))
152;POLYGON((-610501.0 -1036090.0, -601111.568744 -1053748.95186, -601421.190005 -1053910.13048, -610501.0 -1036090.0))
153;POLYGON((-610501.0 -1036090.0, -601421.190005 -1053910.13048, -601733.577064 -1054065.88093, -610501.0 -1036090.0))
154;POLYGON((-610501.0 -1036090.0, -601733.577064 -1054065.88093, -602048.634765 -1054216.15574, -610501.0 -1036090.0))
155;POLYGON((-610501.0 -1036090.0, -602048.634765 -1054216.15574, -602366.267138 -1054360.90915, -610501.0 -1036090.0))
156;POLYGON((-610501.0 -1036090.0, -602366.267138 -1054360.90915, -602686.37743 -1054500.09707, -610501.0 -1036090.0))
157;POLYGON((-610501.0 -1036090.0, -602686.37743 -1054500.09707, -603008.868132 -1054633.67709, -610501.0 -1036090.0))
158;POLYGON((-610501.0 -1036090.0, -603008.868132 -1054633.67709, -603333.641009 -1054761.60853, -610501.0 -1036090.0))
159;POLYGON((-610501.0 -1036090.0, -603333.641009 -1054761.60853, -603660.597133 -1054883.85242, -610501.0 -1036090.0))
160;POLYGON((-610501.0 -1036090.0, -603660.597133 -1054883.85242, -603989.636911 -1055000.37151, -610501.0 -1036090.0))
161;POLYGON((-610501.0 -1036090.0, -603989.636911 -1055000.37151, -604320.660113 -1055111.13033, -610501.0 -1036090.0))
162;POLYGON((-610501.0 -1036090.0, -604320.660113 -1055111.13033, -604653.565906 -1055216.09512, -610501.0 -1036090.0))
163;POLYGON((-610501.0 -1036090.0, -604653.565906 -1055216.09512, -604988.252884 -1055315.23392, -610501.0 -1036090.0))
164;POLYGON((-610501.0 -1036090.0, -604988.252884 -1055315.23392, -605324.619098 -1055408.51653, -610501.0 -1036090.0))
165;POLYGON((-610501.0 -1036090.0, -605324.619098 -1055408.51653, -605662.562088 -1055495.91453, -610501.0 -1036090.0))
166;POLYGON((-610501.0 -1036090.0, -605662.562088 -1055495.91453, -606001.978913 -1055577.4013, -610501.0 -1036090.0))
167;POLYGON((-610501.0 -1036090.0, -606001.978913 -1055577.4013, -606342.766184 -1055652.95201, -610501.0 -1036090.0))
168;POLYGON((-610501.0 -1036090.0, -606342.766184 -1055652.95201, -606684.820092 -1055722.54367, -610501.0 -1036090.0))
169;POLYGON((-610501.0 -1036090.0, -606684.820092 -1055722.54367, -607028.036447 -1055786.15506, -610501.0 -1036090.0))
170;POLYGON((-610501.0 -1036090.0, -607028.036447 -1055786.15506, -607372.310699 -1055843.76681, -610501.0 -1036090.0))
171;POLYGON((-610501.0 -1036090.0, -607372.310699 -1055843.76681, -607717.537981 -1055895.36137, -610501.0 -1036090.0))
172;POLYGON((-610501.0 -1036090.0, -607717.537981 -1055895.36137, -608063.613132 -1055940.92303, -610501.0 -1036090.0))
173;POLYGON((-610501.0 -1036090.0, -608063.613132 -1055940.92303, -608410.430735 -1055980.43791, -610501.0 -1036090.0))
174;POLYGON((-610501.0 -1036090.0, -608410.430735 -1055980.43791, -608757.885145 -1056013.89396, -610501.0 -1036090.0))
175;POLYGON((-610501.0 -1036090.0, -608757.885145 -1056013.89396, -609105.870525 -1056041.28101, -610501.0 -1036090.0))
176;POLYGON((-610501.0 -1036090.0, -609105.870525 -1056041.28101, -609454.280875 -1056062.5907, -610501.0 -1036090.0))
177;POLYGON((-610501.0 -1036090.0, -609454.280875 -1056062.5907, -609803.010066 -1056077.81654, -610501.0 -1036090.0))
178;POLYGON((-610501.0 -1036090.0, -609803.010066 -1056077.81654, -610151.951871 -1056086.9539, -610501.0 -1036090.0))
179;POLYGON((-610501.0 -1036090.0, -610151.951871 -1056086.9539, -610501.0 -1056090.0, -610501.0 -1036090.0))
180;POLYGON((-610501.0 -1036090.0, -610501.0 -1056090.0, -610850.048129 -1056086.9539, -610501.0 -1036090.0))
181;POLYGON((-610501.0 -1036090.0, -610850.048129 -1056086.9539, -611198.989934 -1056077.81654, -610501.0 -1036090.0))
182;POLYGON((-610501.0 -1036090.0, -611198.989934 -1056077.81654, -611547.719125 -1056062.5907, -610501.0 -1036090.0))
183;POLYGON((-610501.0 -1036090.0, -611547.719125 -1056062.5907, -611896.129475 -1056041.28101, -610501.0 -1036090.0))
184;POLYGON((-610501.0 -1036090.0, -611896.129475 -1056041.28101, -612244.114855 -1056013.89396, -610501.0 -1036090.0))
185;POLYGON((-610501.0 -1036090.0, -612244.114855 -1056013.89396, -612591.569265 -1055980.43791, -610501.0 -1036090.0))
186;POLYGON((-610501.0 -1036090.0, -612591.569265 -1055980.43791, -612938.386868 -1055940.92303, -610501.0 -1036090.0))
187;POLYGON((-610501.0 -1036090.0, -612938.386868 -1055940.92303, -613284.462019 -1055895.36137, -610501.0 -1036090.0))
188;POLYGON((-610501.0 -1036090.0, -613284.462019 -1055895.36137, -613629.689301 -1055843.76681, -610501.0 -1036090.0))
189;POLYGON((-610501.0 -1036090.0, -613629.689301 -1055843.76681, -613973.963553 -1055786.15506, -610501.0 -1036090.0))
190;POLYGON((-610501.0 -1036090.0, -613973.963553 -1055786.15506, -614317.179908 -1055722.54367, -610501.0 -1036090.0))
191;POLYGON((-610501.0 -1036090.0, -614317.179908 -1055722.54367, -614659.233816 -1055652.95201, -610501.0 -1036090.0))
192;POLYGON((-610501.0 -1036090.0, -614659.233816 -1055652.95201, -615000.021087 -1055577.4013, -610501.0 -1036090.0))
193;POLYGON((-610501.0 -1036090.0, -615000.021087 -1055577.4013, -615339.437912 -1055495.91453, -610501.0 -1036090.0))
194;POLYGON((-610501.0 -1036090.0, -615339.437912 -1055495.91453, -615677.380902 -1055408.51653, -610501.0 -1036090.0))
195;POLYGON((-610501.0 -1036090.0, -615677.380902 -1055408.51653, -616013.747116 -1055315.23392, -610501.0 -1036090.0))
196;POLYGON((-610501.0 -1036090.0, -616013.747116 -1055315.23392, -616348.434094 -1055216.09512, -610501.0 -1036090.0))
197;POLYGON((-610501.0 -1036090.0, -616348.434094 -1055216.09512, -616681.339887 -1055111.13033, -610501.0 -1036090.0))
198;POLYGON((-610501.0 -1036090.0, -616681.339887 -1055111.13033, -617012.363089 -1055000.37151, -610501.0 -1036090.0))
199;POLYGON((-610501.0 -1036090.0, -617012.363089 -1055000.37151, -617341.402867 -1054883.85242, -610501.0 -1036090.0))
200;POLYGON((-610501.0 -1036090.0, -617341.402867 -1054883.85242, -617668.358991 -1054761.60853, -610501.0 -1036090.0))
201;POLYGON((-610501.0 -1036090.0, -617668.358991 -1054761.60853, -617993.131868 -1054633.67709, -610501.0 -1036090.0))
202;POLYGON((-610501.0 -1036090.0, -617993.131868 -1054633.67709, -618315.62257 -1054500.09707, -610501.0 -1036090.0))
203;POLYGON((-610501.0 -1036090.0, -618315.62257 -1054500.09707, -618635.732862 -1054360.90915, -610501.0 -1036090.0))
204;POLYGON((-610501.0 -1036090.0, -618635.732862 -1054360.90915, -618953.365235 -1054216.15574, -610501.0 -1036090.0))
205;POLYGON((-610501.0 -1036090.0, -618953.365235 -1054216.15574, -619268.422936 -1054065.88093, -610501.0 -1036090.0))
206;POLYGON((-610501.0 -1036090.0, -619268.422936 -1054065.88093, -619580.809995 -1053910.13048, -610501.0 -1036090.0))
207;POLYGON((-610501.0 -1036090.0, -619580.809995 -1053910.13048, -619890.431256 -1053748.95186, -610501.0 -1036090.0))
208;POLYGON((-610501.0 -1036090.0, -619890.431256 -1053748.95186, -620197.192405 -1053582.39414, -610501.0 -1036090.0))
209;POLYGON((-610501.0 -1036090.0, -620197.192405 -1053582.39414, -620501.0 -1053410.50808, -610501.0 -1036090.0))
210;POLYGON((-610501.0 -1036090.0, -620501.0 -1053410.50808, -620801.761498 -1053233.34601, -610501.0 -1036090.0))
211;POLYGON((-610501.0 -1036090.0, -620801.761498 -1053233.34601, -621099.385285 -1053050.96192, -610501.0 -1036090.0))
212;POLYGON((-610501.0 -1036090.0, -621099.385285 -1053050.96192, -621393.7807 -1052863.41136, -610501.0 -1036090.0))
213;POLYGON((-610501.0 -1036090.0, -621393.7807 -1052863.41136, -621684.858069 -1052670.75145, -610501.0 -1036090.0))
214;POLYGON((-610501.0 -1036090.0, -621684.858069 -1052670.75145, -621972.528727 -1052473.04089, -610501.0 -1036090.0))
